player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
265910,/player/265910/cathy-couturier/230005,23,5,28-10-22,C. Couturier,Cathy Couturier,"CDM, CB, CM",74,79,5500000,650,25,08-01-97,178,63,2218,Feminine Division 1,1,116041,Soyaux W,LCM,14,,01-07-17,2023,18,France,,,,Right,3,2,1,Medium/High,Lean (170-185),Yes,12500000,,"Solid Player, Long Passer (AI)",59,43,62,63,75,74,46,38,68,72,46,60,47,45,70,70,52,64,59,72,48,49,75,76,71,42,80,79,55,64,56,67,75,76,69,9,12,15,10,11,,57+2,57+2,57+2,59,60,60,60,59,62+2,62+2,62+2,62+2,67+2,67+2,67+2,62+2,68+2,73+2,73+2,73+2,68+2,69+2,74+2,74+2,74+2,69+2,17+2,https://cdn.sofifa.net/players/265/910/23_120.png
265915,/player/265915/laura-bourgouin/230005,23,5,28-10-22,L. Bourgouin,Laura Bourgouin,"ST, CAM, LM",74,74,4200000,850,29,17-09-92,151,51,2218,Feminine Division 1,1,116041,Soyaux W,LS,17,,01-07-13,2023,18,France,,,,Right,3,3,1,High/Medium,Stocky (170-),Yes,9200000,,"Solid Player, Long Shot Taker (AI)",76,76,67,76,38,71,68,75,59,70,71,74,67,86,59,76,75,77,78,77,94,81,67,91,73,74,44,30,80,62,72,75,35,40,32,6,9,8,11,5,,74,74,74,74,74,74,74,74,72+2,72+2,72+2,73+1,68+2,68+2,68+2,73+1,60+2,56+2,56+2,56+2,60+2,57+2,49+2,49+2,49+2,57+2,15+2,https://cdn.sofifa.net/players/265/915/23_120.png
265924,/player/265924/siga-tandia/230005,23,5,28-10-22,S. Tandia,Siga Tandia,"CB, CDM",74,74,1400000,700,34,10-11-87,169,54,2218,Feminine Division 1,1,116041,Soyaux W,CB,22,,01-07-08,2024,18,France,,,,Right,3,2,1,Low/High,Lean (170-),No,3100000,,"Leadership, Team Player",44,42,59,55,78,64,38,37,72,75,32,54,43,29,66,60,34,53,34,78,52,57,71,65,60,36,69,80,54,56,40,63,79,79,74,5,15,8,10,8,,55+2,55+2,55+2,53,56,56,56,53,57+2,57+2,57+2,56+2,64+2,64+2,64+2,56+2,66+2,72+2,72+2,72+2,66+2,68+2,74,74,74,68+2,17+2,https://cdn.sofifa.net/players/265/924/23_120.png
265956,/player/265956/morgane-martins/230005,23,5,28-10-22,M. Martins,Morgane Martins,LB,74,79,6000000,600,24,03-01-98,155,50,2218,Feminine Division 1,1,116039,Dijon W,LB,25,,01-07-22,2023,38,Portugal,,,,Left,2,2,1,High/Medium,Lean (170-),Yes,13700000,,,77,46,64,66,72,70,64,46,59,74,43,62,58,39,59,68,78,76,70,68,89,50,56,85,67,44,60,74,52,56,42,62,71,75,72,6,15,9,9,6,,59+2,59+2,59+2,63,61,61,61,63,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,72+2,70+2,70+2,70+2,72+2,72+2,69+2,69+2,69+2,72+2,15+2,https://cdn.sofifa.net/players/265/956/23_120.png
266915,/player/266915/taylor-hinds/230005,23,5,28-10-22,T. Hinds,Taylor Hinds,LWB,74,80,6000000,600,23,25-04-99,160,55,2216,Women's Super League,1,116343,Liverpool W,LW,12,,01-07-20,2023,14,England,,,,Left,3,3,1,Medium/Medium,Lean (170-),Yes,14400000,,,76,60,72,73,66,64,72,67,58,79,56,73,66,67,70,76,74,77,77,75,58,63,63,78,56,43,68,65,58,64,54,56,70,66,63,9,14,10,8,8,,66+2,66+2,66+2,71,69,69,69,71,70+2,70+2,70+2,72+2,70+2,70+2,70+2,72+2,72+2,70+2,70+2,70+2,72+2,70+2,66+2,66+2,66+2,70+2,17+2,https://cdn.sofifa.net/players/266/915/23_120.png
266923,/player/266923/leanne-kiernan/230005,23,5,28-10-22,L. Kiernan,Leanne Kiernan,"ST, LW, CAM",74,82,9500000,750,23,27-04-99,164,52,2216,Women's Super League,1,116343,Liverpool W,SUB,9,,01-07-21,2024,25,Republic of Ireland,,,,Right,4,3,1,High/Low,Lean (170-),Yes,22800000,,"Flair, Technical Dribbler (AI)",82,77,64,76,28,58,65,79,60,70,73,78,63,66,51,76,82,82,78,71,69,74,65,77,47,76,59,25,81,63,71,59,32,19,21,7,6,7,10,13,,74+2,74+2,74+2,75,75,75,75,75,73+2,73+2,73+2,73+2,65+2,65+2,65+2,73+2,55+2,49+2,49+2,49+2,55+2,51+2,42+2,42+2,42+2,51+2,16+2,https://cdn.sofifa.net/players/266/923/23_120.png
266945,/player/266945/gudhny-arnadottir/230005,23,5,28-10-22,G. Árnadóttir,Guðný Árnadóttir,RB,74,84,,,21,04-08-00,173,66,,,,,,,,,,,24,Iceland,116428,RB,20,Right,3,2,1,Medium/Medium,Normal (170-185),No,,,,70,40,69,66,72,69,69,34,68,73,34,61,67,50,69,73,71,70,68,74,54,54,56,73,72,37,59,69,34,65,52,62,75,73,71,9,11,9,6,6,,56+2,56+2,56+2,61,59,59,59,61,62+2,62+2,62+2,64+2,66+2,66+2,66+2,64+2,71+2,71+2,71+2,71+2,71+2,72+2,70+2,70+2,70+2,72+2,15+2,https://cdn.sofifa.net/players/266/945/23_120.png
266947,/player/266947/celeste-boureille/230005,23,5,28-10-22,C. Boureille,Celeste Boureille,CM,74,74,4200000,800,28,20-04-94,175,60,2218,Feminine Division 1,1,116037,Montpellier W,LCM,13,,08-07-22,2023,95,United States,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,8800000,,,70,66,69,72,69,69,56,66,67,76,49,75,59,51,70,77,67,73,59,69,55,71,69,78,69,68,58,74,71,75,55,65,64,74,64,10,11,13,9,6,,70+2,70+2,70+2,71,72,72,72,71,73+1,73+1,73+1,71+2,74,74,74,71+2,70+2,72+2,72+2,72+2,70+2,70+2,69+2,69+2,69+2,70+2,16+2,https://cdn.sofifa.net/players/266/947/23_120.png
267302,/player/267302/gunnhildur-jonsdottir/230005,23,5,28-10-22,G. Jónsdóttir,Gunnhildur Jónsdóttir,"CDM, RB",74,74,,,33,28-09-88,165,57,,,,,,,,,,,24,Iceland,116428,SUB,5,Right,3,3,1,High/Medium,Normal (170-),No,,,Leadership,65,55,65,65,70,78,53,52,64,75,49,55,48,52,64,75,63,67,60,71,80,66,75,85,78,54,68,85,53,68,56,75,70,63,62,12,11,9,7,8,,62+2,62+2,62+2,62,63,63,63,62,65+2,65+2,65+2,65+2,69+2,69+2,69+2,65+2,70+2,73+1,73+1,73+1,70+2,70+2,71+2,71+2,71+2,70+2,16+2,https://cdn.sofifa.net/players/267/302/23_120.png
267501,/player/267501/erin-simon/230005,23,5,28-10-22,E. Simon,Erin Simon,"RB, LB",74,74,4100000,700,27,19-08-94,163,57,2216,Women's Super League,1,116020,Leicester City W,RM,13,,11-07-22,2023,95,United States,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,9000000,,,68,44,58,65,75,61,57,48,58,68,47,64,51,44,57,62,69,67,66,74,77,42,60,75,51,39,67,73,42,48,42,65,78,78,81,7,14,7,11,9,,55+2,55+2,55+2,59,57,57,57,59,59+2,59+2,59+2,61+2,61+2,61+2,61+2,61+2,71+2,69+2,69+2,69+2,71+2,72+2,70+2,70+2,70+2,72+2,17+2,https://cdn.sofifa.net/players/267/501/23_120.png
267651,/player/267651/maiwen-renard/230005,23,5,28-10-22,M. Renard,Maïwen Renard,CB,74,83,8500000,500,19,04-04-03,173,62,2218,Feminine Division 1,1,116042,Guingamp W,SUB,5,,01-07-20,2025,18,France,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,20400000,,,66,38,55,60,75,73,36,39,72,76,32,54,41,33,57,64,54,75,57,71,69,42,84,66,75,36,72,72,29,43,38,66,75,77,75,14,11,11,7,9,,53+2,53+2,53+2,53,53,53,53,53,55+2,55+2,55+2,55+2,60+2,60+2,60+2,55+2,66+2,70+2,70+2,70+2,66+2,68+2,74+2,74+2,74+2,68+2,17+2,https://cdn.sofifa.net/players/267/651/23_120.png
269211,/player/269211/nora-coton-pelagie/230005,23,5,28-10-22,N. Coton-Pelagie,Nora Coton-Pelagie,"CM, CAM, ST",74,74,1900000,750,34,22-04-88,164,52,2218,Feminine Division 1,1,116416,Le Havre W,RS,7,,01-07-21,2023,18,France,,,,Right,3,3,1,Medium/Medium,Lean (170-),No,4200000,,"Long Passer (AI), Playmaker (AI)",45,72,77,75,51,52,72,74,41,80,57,77,73,71,76,75,33,55,63,80,68,70,33,53,55,74,47,59,75,80,71,75,49,55,35,12,14,8,12,14,,68+2,68+2,68+2,72,72,72,72,72,74,74,74,71+2,74,74,74,71+2,61+2,64+2,64+2,64+2,61+2,57+2,53+2,53+2,53+2,57+2,20+2,https://cdn.sofifa.net/players/269/211/23_120.png
269214,/player/269214/eva-sumo/230005,23,5,28-10-22,E. Sumo,Eva Sumo,"CM, CAM",74,74,4200000,800,28,07-12-93,169,59,2218,Feminine Division 1,1,116416,Le Havre W,LCM,10,,01-07-21,2024,18,France,,,,Right,4,4,1,Medium/Medium,Normal (170-),No,9200000,,"Playmaker (AI), Technical Dribbler (AI)",60,67,72,80,59,55,59,67,53,75,64,81,80,68,73,81,53,66,78,72,78,67,64,82,37,64,63,61,71,78,71,82,58,64,52,6,15,7,13,9,,67+2,67+2,67+2,72,72,72,72,72,74,74,74,72+2,74,74,74,72+2,67+2,68+2,68+2,68+2,67+2,64+2,59+2,59+2,59+2,64+2,17+2,https://cdn.sofifa.net/players/269/214/23_120.png
269666,/player/269666/berglind-bjorg-thorvaldsdottir/230005,23,5,28-10-22,B. Þorvaldsdóttir,Berglind Björg Þorvaldsdóttir,ST,74,74,4100000,850,30,18-01-92,175,66,2218,Feminine Division 1,1,116034,Paris SG W,SUB,17,,25-08-22,2024,24,Iceland,116428,ST,9,Right,4,3,1,Medium/Medium,Normal (170-185),No,8400000,,"Finesse Shot, Power Header",76,75,56,71,35,69,34,76,72,65,72,72,31,63,54,74,75,76,71,75,51,74,56,68,73,76,65,21,77,68,68,68,45,26,25,8,6,14,14,10,,74,74,74,70,73,73,73,70,71+2,71+2,71+2,68+2,64+2,64+2,64+2,68+2,50+2,51+2,51+2,51+2,50+2,49+2,48+2,48+2,48+2,49+2,17+2,https://cdn.sofifa.net/players/269/666/23_120.png
270890,/player/270890/kaylan-marckese/230005,23,5,28-10-22,K. Marckese,Kaylan Marckese,GK,74,80,5500000,500,24,22-04-98,180,69,2216,Women's Super League,1,116009,Arsenal W,SUB,18,,25-07-22,2023,95,United States,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,12400000,,Saves with Feet,,,,,,,10,8,7,18,9,8,12,11,20,11,31,26,42,74,47,50,61,26,71,9,28,13,8,38,21,28,11,13,10,74,62,66,77,78,29,23+2,23+2,23+2,20,22,22,22,20,22+2,22+2,22+2,21+2,22+2,22+2,22+2,21+2,20+2,23+2,23+2,23+2,20+2,20+2,24+2,24+2,24+2,20+2,73+2,https://cdn.sofifa.net/players/270/890/23_120.png
271054,/player/271054/ye-eun-park/230005,23,5,28-10-22,Park Ye-eun,Ye-eun Park,CM,74,76,5500000,750,25,17-10-96,164,58,2216,Women's Super League,1,116013,Brighton & Hove Albion W,SUB,14,,01-08-22,2024,167,Korea Republic,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,12000000,,,70,70,75,73,58,61,71,71,50,79,62,75,71,72,74,76,71,69,66,70,60,67,57,67,63,72,49,64,77,75,67,62,51,64,57,9,11,5,14,13,,70+2,70+2,70+2,74,73,73,73,74,75+1,75+1,75+1,74+2,74+2,74+2,74+2,74+2,67+2,67+2,67+2,67+2,67+2,65+2,60+2,60+2,60+2,65+2,18+2,https://cdn.sofifa.net/players/271/054/23_120.png
271137,/player/271137/becky-jane/230005,23,5,28-10-22,B. Jane,Becky Jane,RB,74,74,3600000,700,30,31-03-92,160,56,2216,Women's Super League,1,116018,Reading W,SUB,18,,01-08-22,2023,14,England,,,,Right,3,2,1,Medium/Medium,Normal (170-),No,7600000,,,65,38,69,63,73,62,76,34,60,71,39,59,65,60,67,71,65,65,60,70,66,41,61,69,60,39,56,73,38,62,54,56,76,75,74,6,6,14,12,14,,52+2,52+2,52+2,60,57,57,57,60,60+2,60+2,60+2,63+2,65+2,65+2,65+2,63+2,71+2,70+2,70+2,70+2,71+2,72+2,69+2,69+2,69+2,72+2,16+2,https://cdn.sofifa.net/players/271/137/23_120.png
271165,/player/271165/meriame-terchoun/230005,23,5,28-10-22,M. Terchoun,Meriame Terchoun,"LM, RM, CAM",74,74,4600000,750,26,27-10-95,162,54,2218,Feminine Division 1,1,116039,Dijon W,LM,11,,04-08-22,2024,47,Switzerland,,,,Right,3,3,1,High/High,Normal (170-),No,10100000,,Flair,77,68,72,74,52,59,73,69,55,75,57,73,66,68,64,75,75,79,78,68,77,69,61,71,53,68,58,55,71,73,65,70,53,49,45,9,6,13,14,11,,69+2,69+2,69+2,73,72,72,72,73,73+1,73+1,73+1,73+1,69+2,69+2,69+2,73+1,65+2,62+2,62+2,62+2,65+2,62+2,56+2,56+2,56+2,62+2,17+2,https://cdn.sofifa.net/players/271/165/23_120.png
271347,/player/271347/katrine-veje/230005,23,5,28-10-22,K. Veje,Katrine Veje,LB,74,74,3100000,700,31,19-06-91,174,61,2216,Women's Super League,1,116016,Everton W,LCB,2,,09-08-22,2024,13,Denmark,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,6500000,,,69,45,71,66,73,68,75,38,67,73,34,64,71,66,71,72,69,69,61,69,51,61,59,69,69,45,64,73,41,63,59,65,74,73,71,12,7,10,9,13,,58+2,58+2,58+2,62,60,60,60,62,63+2,63+2,63+2,65+2,66+2,66+2,66+2,65+2,72+2,71+2,71+2,71+2,72+2,72+2,71+2,71+2,71+2,72+2,17+2,https://cdn.sofifa.net/players/271/347/23_120.png
227408,/player/227408/sura-yekka/230005,23,5,28-10-22,S. Yekka,Sura Yekka,"CB, RB",73,78,4000000,600,25,04-01-97,165,61,2218,Feminine Division 1,1,116416,Le Havre W,SUB,2,,01-07-21,2023,70,Canada,113000,SUB,8,Right,3,2,1,Medium/Medium,Normal (170-),No,9100000,,,62,41,58,61,73,77,60,35,73,71,34,54,42,36,56,69,57,66,57,74,65,58,74,69,81,34,78,70,38,42,56,70,74,74,70,14,15,13,10,13,,56+2,56+2,56+2,56,55,55,55,56,56+2,56+2,56+2,58+2,60+2,60+2,60+2,58+2,68+2,69+2,69+2,69+2,68+2,69+2,73+2,73+2,73+2,69+2,20+2,https://cdn.sofifa.net/players/227/408/23_120.png
227458,/player/227458/bianca-sierra/230005,23,5,28-10-22,B. Sierra,Bianca Elissa Sierra Garcia,"LB, CB",73,73,,,30,25-06-92,170,63,,,,,,,,,,,83,Mexico,113010,SUB,13,Right,3,2,2,Medium/Medium,Normal (170-),Yes,,,,75,34,59,62,73,76,65,30,75,67,31,62,52,36,60,63,72,77,59,69,51,42,63,81,78,29,70,71,53,45,49,62,73,73,70,12,8,13,15,13,,56+2,56+2,56+2,59,56,56,56,59,57+2,57+2,57+2,62+2,61+2,61+2,61+2,62+2,70+2,69+2,69+2,69+2,70+2,71+2,72+1,72+1,72+1,71+2,18+2,https://cdn.sofifa.net/players/227/458/23_120.png
233251,/player/233251/kelly-gadea/230005,23,5,28-10-22,K. Gadéa,Kelly Gadéa,"CB, CDM",73,73,2500000,650,30,16-12-91,170,62,2218,Feminine Division 1,1,116416,Le Havre W,RCB,27,,26-07-22,2023,18,France,,,,Right,2,2,1,Medium/Medium,Normal (170-),Yes,5500000,,,45,31,54,60,75,69,41,23,69,69,34,55,40,28,56,69,33,55,43,74,64,51,77,69,65,27,77,73,33,48,37,66,75,77,74,6,12,14,9,7,,49+2,49+2,49+2,50,51,51,51,50,53+2,53+2,53+2,53+2,60+2,60+2,60+2,53+2,65+2,70+2,70+2,70+2,65+2,67+2,73,73,73,67+2,16+2,https://cdn.sofifa.net/players/233/251/23_120.png
242027,/player/242027/jenna-hellstrom/230005,23,5,28-10-22,J. Hellstrom,Jenna Hellstrom,"LM, RM",73,73,3200000,700,27,02-04-95,168,64,2218,Feminine Division 1,1,116039,Dijon W,RM,23,,19-07-22,2024,70,Canada,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,7000000,,,82,61,65,74,46,71,67,66,51,69,54,77,66,41,62,75,85,79,67,69,73,57,46,80,73,58,62,43,66,62,52,63,46,47,44,9,7,7,8,9,,67+2,67+2,67+2,71,70,70,70,71,70+2,70+2,70+2,72+1,66+2,66+2,66+2,72+1,63+2,59+2,59+2,59+2,63+2,60+2,54+2,54+2,54+2,60+2,15+2,https://cdn.sofifa.net/players/242/027/23_120.png
242524,/player/242524/anna-leat/230005,23,5,28-10-22,A. Leat,Anna Jessica Leat,GK,73,86,6500000,500,21,26-06-01,173,64,2216,Women's Super League,1,116015,Aston Villa W,SUB,21,,13-07-22,2024,198,New Zealand,,,,Right,2,1,1,Medium/Medium,Normal (170-185),No,17700000,,,,,,,,,16,13,7,33,9,12,29,16,27,11,43,36,46,72,54,50,63,28,56,11,21,9,9,32,21,34,13,14,13,75,74,66,69,70,40,25+2,25+2,25+2,24,25,25,25,24,26+2,26+2,26+2,25+2,25+2,25+2,25+2,25+2,24+2,24+2,24+2,24+2,24+2,23+2,23+2,23+2,23+2,23+2,72+2,https://cdn.sofifa.net/players/242/524/23_120.png
245187,/player/245187/rafaela-isabel-lobato-selva/230005,23,5,28-10-22,Rafaelly Paraná,Rafaela Isabel Lobato Selva,LB,73,73,,,22,29-02-00,168,65,,,,,,,,,,,54,Brazil,112999,SUB,22,Left,3,3,1,Medium/High,Normal (170-),No,,,Long Throw-in,66,51,64,69,72,72,75,54,63,67,52,71,69,44,52,69,68,65,54,67,76,58,68,78,70,35,72,68,59,59,45,69,72,77,73,14,5,8,10,6,,62+2,62+2,62+2,64,63,63,63,64,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,71+2,69+2,69+2,69+2,71+2,71+2,70+2,70+2,70+2,71+2,15+2,https://cdn.sofifa.net/players/245/187/23_120.png
245189,/player/245189/diana-natalia-facchini-taffarel/230005,23,5,28-10-22,Daina Facchini,Diana Natália Facchini Taffarel,RM,73,73,,,26,29-02-96,161,52,,,,,,,,,,,54,Brazil,112999,SUB,23,Right,3,4,1,Medium/Medium,Normal (170-),No,,,Technical Dribbler (AI),78,63,67,75,30,59,68,65,38,73,49,76,80,49,54,80,80,76,58,64,75,66,48,76,56,58,48,22,75,68,64,73,27,32,36,8,8,12,7,6,,66+2,66+2,66+2,72,71,71,71,72,71+2,71+2,71+2,72+1,65+2,65+2,65+2,72+1,56+2,51+2,51+2,51+2,56+2,52+2,41+2,41+2,41+2,52+2,14+2,https://cdn.sofifa.net/players/245/189/23_120.png
245880,/player/245880/jane-ross/230005,23,5,28-10-22,J. Ross,Jane Celestina Ross,"ST, RM, CAM",73,73,,,32,18-09-89,165,60,,,,,,,,,,,42,Scotland,113984,SUB,13,Right,3,4,1,Medium/Medium,Lean (170-),No,,,,69,73,65,73,25,54,68,74,72,70,69,72,57,59,55,75,68,70,61,78,86,74,70,63,59,71,28,21,80,62,74,78,15,23,21,15,13,12,15,14,,73,73,73,72,73,73,73,72,71+2,71+2,71+2,71+2,64+2,64+2,64+2,71+2,51+2,46+2,46+2,46+2,51+2,48+2,40+2,40+2,40+2,48+2,21+2,https://cdn.sofifa.net/players/245/880/23_120.png
245881,/player/245881/lizzie-arnot/230005,23,5,28-10-22,L. Arnot,Lizzie Arnot,"ST, LM",73,76,,,26,01-03-96,169,54,,,,,,,,,,,42,Scotland,113984,SUB,23,Right,4,3,1,Medium/Medium,Lean (170-),No,,,,76,75,44,74,24,55,32,79,70,45,64,74,55,52,30,76,75,77,60,78,76,74,70,76,55,68,24,22,77,62,75,74,18,18,22,14,13,7,12,9,,73+2,73+2,73+2,68,72,72,72,68,67+2,67+2,67+2,65+2,57+2,57+2,57+2,65+2,47+2,41+2,41+2,41+2,47+2,45+2,38+2,38+2,38+2,45+2,19+2,https://cdn.sofifa.net/players/245/881/23_120.png
245886,/player/245886/christie-murray/230005,23,5,28-10-22,C. Murray,Christie Murray,"CM, CDM, CAM",73,73,,,32,03-05-90,156,50,,,,,,,,,,,42,Scotland,113984,SUB,16,Right,3,3,1,Medium/Medium,Normal (170-),No,,,,65,69,71,72,77,57,64,73,71,75,39,72,73,58,73,76,64,65,61,75,84,70,57,62,50,71,69,75,67,70,56,58,73,83,76,15,15,7,7,11,,70+2,70+2,70+2,71,72,72,72,71,72+1,72+1,72+1,70+2,73,73,73,70+2,72+1,73,73,73,72+1,72+1,72+1,72+1,72+1,72+1,19+2,https://cdn.sofifa.net/players/245/886/23_120.png
245892,/player/245892/jenna-fife/230005,23,5,28-10-22,J. Fife,Jenna Josephine Fife,GK,73,78,,,26,01-12-95,175,70,,,,,,,,,,,42,Scotland,113984,SUB,12,Right,2,1,1,Medium/Medium,Lean (170-185),No,,,,,,,,,,11,10,13,28,8,11,15,16,17,17,30,32,40,72,60,53,61,32,39,9,27,14,9,53,17,38,11,15,11,69,72,71,69,78,31,24+2,24+2,24+2,23,26,26,26,23,27+2,27+2,27+2,25+2,27+2,27+2,27+2,25+2,23+2,25+2,25+2,25+2,23+2,22+2,22+2,22+2,22+2,22+2,72+2,https://cdn.sofifa.net/players/245/892/23_120.png
246059,/player/246059/lizbeth-ovalle/230005,23,5,28-10-22,L. Ovalle,Lizbeth Jacqueline Ovalle Muñoz,LM,73,82,,,22,19-10-99,162,55,,,,,,,,,,,83,Mexico,113010,SUB,17,Left,3,3,1,Medium/Medium,Normal (170-),No,,,"Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",72,74,72,74,42,45,76,73,30,75,71,75,76,69,71,76,71,73,71,73,78,75,64,58,40,78,38,49,66,62,67,65,46,43,27,6,9,15,14,11,,67+2,67+2,67+2,73,71,71,71,73,72+2,72+2,72+2,72+2,68+2,68+2,68+2,72+2,60+2,57+2,57+2,57+2,60+2,56+2,46+2,46+2,46+2,56+2,17+2,https://cdn.sofifa.net/players/246/059/23_120.png
246967,/player/246967/nicola-docherty/230005,23,5,28-10-22,N. Docherty,Nicola Docherty,LB,73,73,,,29,23-08-92,171,60,,,,,,,,,,,42,Scotland,113984,LB,3,Left,3,3,1,Medium/Medium,Normal (170-185),No,,,,70,52,60,68,71,65,71,54,67,71,26,65,54,32,52,72,71,69,70,69,72,56,71,68,69,50,51,70,68,42,44,62,72,72,73,6,14,10,9,6,,63+2,63+2,63+2,65,64,64,64,65,63+2,63+2,63+2,66+2,63+2,63+2,63+2,66+2,71+2,67+2,67+2,67+2,71+2,71+2,69+2,69+2,69+2,71+2,15+2,https://cdn.sofifa.net/players/246/967/23_120.png
247113,/player/247113/lina-yang/230005,23,5,28-10-22,Yang Lina,杨莉娜,CM,73,73,3000000,750,28,13-04-94,173,62,2218,Feminine Division 1,1,116034,Paris SG W,SUB,28,,13-09-22,2025,155,China PR,113001,SUB,13,Right,3,3,1,Medium/Medium,Lean (170-185),No,6200000,,,60,61,64,73,57,66,44,69,47,71,30,76,33,53,75,77,59,60,55,76,67,42,62,70,68,71,57,75,75,73,50,67,44,65,48,6,14,6,6,15,,65+2,65+2,65+2,69,70,70,70,69,72+1,72+1,72+1,69+2,73,73,73,69+2,63+2,68+2,68+2,68+2,63+2,61+2,61+2,61+2,61+2,61+2,17+2,https://cdn.sofifa.net/players/247/113/23_120.png
247477,/player/247477/julia-zigiotti-olme/230005,23,5,28-10-22,J. Zigiotti Olme,Julia Margareta Zigiotti Olme,"CM, CDM",73,79,4800000,600,24,24-12-97,165,61,2216,Women's Super League,1,116013,Brighton & Hove Albion W,LCM,10,,01-01-22,2023,46,Sweden,,,,Right,3,3,1,Medium/Medium,Normal (170-),Yes,11000000,,,69,64,73,76,59,56,63,62,49,78,50,78,56,63,78,74,71,67,80,69,82,67,69,66,50,68,54,44,71,77,51,57,60,69,64,15,10,8,12,14,,66+2,66+2,66+2,72,71,71,71,72,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,65+2,66+2,66+2,66+2,65+2,64+2,60+2,60+2,60+2,64+2,19+2,https://cdn.sofifa.net/players/247/477/23_120.png
247724,/player/247724/julia-grosso/230005,23,5,28-10-22,J. Grosso,Julia Grosso,CM,73,80,,,21,29-08-00,171,52,,,,,,,,,,,70,Canada,113000,SUB,7,Left,4,3,1,Medium/Medium,Lean (170-185),No,,,,71,66,72,76,57,62,62,71,33,81,33,77,38,60,72,77,73,70,74,74,78,66,48,70,61,65,56,61,68,76,61,62,59,60,56,8,9,15,6,11,,67+2,67+2,67+2,73,73,73,73,73,75+2,75+2,75+2,73+2,73+2,73+2,73+2,73+2,67+2,68+2,68+2,68+2,67+2,65+2,59+2,59+2,59+2,65+2,16+2,https://cdn.sofifa.net/players/247/724/23_120.png
247747,/player/247747/wei-yao/230005,23,5,28-10-22,Yao Wei,姚伟,"CM, LB",73,78,,,24,01-09-97,167,58,,,,,,,,,,,155,China PR,113001,LB,8,Left,3,3,1,Medium/Medium,Lean (170-),No,,,,73,70,70,72,67,62,68,75,57,74,42,73,45,54,72,74,72,73,64,71,71,64,69,73,62,71,44,70,74,74,66,62,68,68,65,13,7,13,9,13,,70+2,70+2,70+2,73,73,73,73,73,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,70+2,69+2,69+2,69+2,70+2,69+2,65+2,65+2,65+2,69+2,17+2,https://cdn.sofifa.net/players/247/747/23_120.png
256303,/player/256303/sheila-garcia-gomez/230005,23,5,28-10-22,Sheila,Sheila García Gómez,"RW, RWB, RB",73,76,,,25,15-03-97,162,49,,,,,,,,,,,45,Spain,113012,SUB,21,Right,2,4,1,Medium/High,Normal (170-),No,,,,72,74,63,74,59,62,70,76,64,68,62,77,50,55,52,72,68,75,71,77,76,74,71,66,60,75,58,58,75,60,72,57,59,60,55,5,13,14,13,12,,72+2,72+2,72+2,73,73,73,73,73,70+2,70+2,70+2,71+2,67+2,67+2,67+2,71+2,66+2,62+2,62+2,62+2,66+2,65+2,62+2,62+2,62+2,65+2,18+2,https://cdn.sofifa.net/players/256/303/23_120.png
